Tiempo,,Velocidad,,R,,T,
2,94380597019918,19,8741610208532,24483,21,10476,71
2,94481343288577,20,1574386870503,24315,53,10476,71
2,94582089557235,20,4422466973785,24650,89,10604,7
2,94682835825894,20,7285597028133,24315,53,10508,55
2,94783582094552,21,163522203797,24147,85,10349,35
2,9488432836321,21,3055986354202,24399,37,10763,27
2,94985074631869,21,5962732038749,23980,17,10349,35
2,95085820900527,21,8883500545728,23644,81,10126,47
2,95186567169186,22,1818031915341,23812,49,10572,23
2,95287313437844,22,4766064962841,23980,17,10699,59
2,95388059706503,22,7727337301781,23812,49,10126,47
2,95488805975161,23,701585367364,23896,33,10922,47
2,95589552243819,23,3688544439904,24315,53,10476,71
2,95690298512478,23,6687948668384,23728,65,10508,55
2,95791044781136,23,9699531094121,24147,85,10381,19
2,95891791049795,24,2723023674523,24064,1,10413,3
2,95992537318453,24,5758157306951,24064,1,10413,3
2,96093283587112,24,8804661852665,24315,53,10349,35
2,9619402985577,25,1862266160868,24315,53,10317,51
2,96294776124428,25,4930698092842,24399,37,10476,71
2,96395522393087,25,800968454617,24315,53,10476,71
2,96496268661745,26,1098951479039,24231,69,10476,71
2,96597014930404,26,4198223934634,24231,69,10158,31
2,96697761199062,26,730722606561,24064,1,10604,7
2,96798507467721,27,425681158641,23980,17,10572,23
2,96899253736379,27,3553311659053,23309,45,10604,7
2,97000000005037,27,6689839195523,24315,53,10699,59
2,97100746273696,27,9834984604858,24650,89,10317,51
2,97201492542354,28,2988467956842,23896,33,10317,51
2,97302238811013,28,6150008579145,24147,85,10317,51
2,97402985079671,28,9319325082315,24064,1,10381,19
2,97503731348329,29,249613538481,23477,13,10317,51
2,97604477616988,29,5680156738115,23896,33,10381,19
2,97705223885646,29,8871105751901,23812,49,10476,71
2,97805970154305,30,2068698419251,23560,97,10094,63
2,97906716422963,30,5272650141937,23644,81,10444,87
2,98007462691622,30,8482675755751,23728,65,10508,55
2,9810820896028,31,1698489555882,23225,61,10476,71
2,98208955228938,31,4919805322352,23980,17,10763,27
2,98309701497597,31,8146336345482,24064,1,10413,3
2,98410447766255,32,137779545142,24064,1,10413,3
2,98511194034914,32,4613895027691,24483,21,10604,7
2,98611940303572,32,7854347048801,24147,85,10476,71
2,98712686572231,33,1098863101874,23812,49,10635,91
2,98813432840889,33,4347154412316,23896,33,10413,3
2,98914179109547,33,7598931869521,23728,65,10381,19
2,99014925378206,34,853906052605,23560,97,10381,19
2,99115671646864,34,411178725616,23477,13,10381,19
2,99216417915523,34,7372285516042,23728,65,10381,19
2,99317164184181,35,63511063518,23644,81,10285,67
2,9941791045284,35,3899972209404,23225,61,10349,35
2,99518656721498,35,716657965329,23393,29,10317,51
2,99619402990156,36,434642226025,23393,29,10285,67
2,99720149258815,36,3703869057284,23560,97,10540,39
2,99820895527473,36,6973969173119,23141,77,10381,19
2,99921641796132,37,244651521856,23644,81,10285,67
3,2238806479,37,3515625,24399,37,10508,55
3,123134333449,37,6786598478144,24147,85,10508,55
3,223880602107,38,57280826881,23980,17,10604,7
3,324626870765,38,3327380942716,23980,17,10444,87
3,425373139424,38,6596607773975,23728,65,10221,99
3,526119408082,38,986467034671,23644,81,10317,51
3,626865676741,39,3131277790595,23728,65,10444,87
3,727611945399,39,6396139364819,23644,81,10285,67
3,828358214057,39,9658964483958,23812,49,10381,19
3,929104482716,40,291946274384,23560,97,10349,35
3,1029850751374,40,6177343947395,23728,65,10413,3
3,1130597020033,40,9432318130478,23560,97,10763,27
3,1231343288691,41,2684095587684,23477,13,10667,75
3,133208955735,41,5932386898126,23560,97,10476,71
3,1432835826008,41,9176902951198,23980,17,10253,83
3,1533582094666,42,2417354972309,23560,97,10635,91
3,1634328363325,42,565345454858,23477,13,10413,3
3,1735074631983,42,8884913654517,23057,93,10508,55
3,1835820900642,43,2111444677648,23477,13,10317,51
3,19365671693,43,5332760444118,23896,33,10381,19
3,2037313437959,43,8548574244249,23560,97,10508,55
3,2138059706617,44,1758599858062,23728,65,10635,91
3,2238805975275,44,4962551580749,23812,49,10476,71
3,2339552243934,44,8160144248099,23980,17,10444,87
3,2440298512592,45,1351093261885,24064,1,10635,91
3,2541044781251,45,453511461519,23980,17,10604,7
3,2641791049909,45,7711924917685,23644,81,10826,95
3,2742537318568,46,881241420854,23309,45,10476,71
3,2843283587226,46,4042782043158,23477,13,10349,35
3,2944029855884,46,7196265395141,23980,17,10285,67
3,3044776124543,47,341410804477,23225,61,10508,55
3,3145522393201,47,3477938340947,23560,97,10381,19
3,324626866186,47,6605568841359,23644,81,10508,55
3,3347014930518,47,972402393439,23225,61,10604,7
3,3447761199177,48,2833026065365,24483,21,10476,71
3,3548507467835,48,593229852096,23812,49,10413,3
3,3649253736493,48,9021565453829,23896,33,10508,55
3,3750000005152,49,2100551907157,24064,1,10381,19
3,385074627381,49,5168983839132,24064,1,10413,3
3,3951492542469,49,8226588147335,24064,1,10444,87
3,4052238811127,50,1273092693048,24231,69,10604,7
3,4152985079786,50,4308226325476,23980,17,10699,59
3,4253731348444,50,7331718905879,23980,17,10540,39
3,4354477617102,51,343301331616,24818,57,10540,39
3,4455223885761,51,3342705560096,25070,9,10604,7
3,4555970154419,51,6329664632635,24315,53,10444,87
3,4656716423078,51,9303912698219,24483,21,10572,23
3,4757462691736,52,2265185037159,24231,69,10508,55
3,4858208960394,52,5213218084659,24147,85,10349,35
3,4958955229053,52,8147749454271,24483,21,10476,71
3,5059701497711,53,106851796125,24399,37,10508,55
3,516044776637,53,3975263645798,24902,41,10381,19
3,5261194035028,53,6867727796203,24734,73,10413,3
3,5361940303687,53,9745652971866,25237,77,10221,99
3,5462686572345,54,2608783026214,25153,93,10349,35
3,5563432841003,54,5456863129497,25153,93,10381,19
3,5664179109662,54,8289639791468,25321,61,10094,63
3,576492537832,55,1106860883948,25237,77,10190,15
3,5865671646979,55,3908275663263,26160,1,10221,99
3,5966417915637,55,6693634792564,25237,77,10190,15
3,6067164184296,55,9462690364017,25824,65,10030,95
3,6167910452954,56,2215195920867,26076,17,10381,19
3,6268656721612,56,4950906479377,26076,17,10190,15
3,6369402990271,56,7669578550628,25740,81,10030,95
3,6470149258929,57,370970162195,25824,65,10030,95
3,6570895527588,57,3054840879681,26076,17,9935,43
3,6671641796246,57,5720951828115,26076,17,9839,91
3,6772388064905,57,8369065713218,25992,33,9935,43
3,6873134333563,58,998946842517,25992,33,9871,75
3,6973880602221,58,3610361146328,25992,33,10094,63
3,707462687088,58,6203076198583,26160,1,9935,43
3,7175373139538,58,8776861237524,25992,33,9808,7
3,7276119408197,59,1331487186236,26830,73,10030,95
3,7376865676855,59,3866726673039,26663,5,9680,71
3,7477611945514,59,6382354051722,26160,1,9680,71
3,7578358214172,59,8878145421631,26830,73,9648,87
3,767910448283,60,1353878647591,26243,85,9871,75
3,7779850751489,60,3809333379683,26411,53,9903,59
3,7880597020147,60,6244291072851,26579,21,9585,19
3,7981343288806,60,8658535006356,26579,21,9680,71
3,8082089557464,61,1051850303065,26746,89,9617,3
3,8182835826123,61,3424023948575,26663,5,9521,51
3,8283582094781,61,5774844810173,26495,37,9521,51
3,8384328363439,61,8104103655626,26579,21,9585,19
3,8485074632098,62,411593171806,26579,21,9808,7
3,8585820900756,62,2697107983138,26411,53,9648,87
3,8686567169415,62,4960444669885,26914,57,9330,47
3,8787313438073,62,7201401786246,27501,45,9266,79
3,8888059706731,62,9419779878291,26746,89,9553,35
3,898880597539,63,1615381501712,25824,65,9330,47
3,9089552244048,63,3788011239394,26746,89,9171,27
3,9190298512707,63,5937475718811,26746,89,9553,35
3,9291044781365,63,8063583629234,26830,73,9425,99
3,9391791050024,64,166145738759,26998,41,9425,99
3,9492537318682,64,2244974911154,26495,37,9489,67
3,959328358734,64,4299886122508,26243,85,9330,47
3,9694029855999,64,6330696477701,26746,89,9425,99
3,9794776124657,64,8337225226686,26998,41,9234,95
3,9895522393316,65,319293780572,26663,5,9553,35
3,9996268661974,65,2276725727522,26495,37,9489,67
3,10097014930633,65,4209346848453,26243,85,9362,31
3,10197761199291,65,611698513254,26663,5,9362,31
3,10298507467949,65,7999470792531,27166,9,9298,63
3,10399253736608,65,9856636279854,26998,41,9394,15
3,10500000005266,66,1688316299532,26998,41,9298,63
3,10600746273925,66,3494347824895,27082,25,9171,27
3,10701492542583,66,5274570112087,26579,21,9394,15
3,10802238811242,66,7028824714375,27249,93,9234,95
3,109029850799,66,8756955496254,27166,9,9298,63
3,11003731348558,67,458808647338,26579,21,9171,27
3,11104477617217,67,2134232696055,26327,69,9234,95
3,11205223885875,67,3783078523124,26746,89,9075,75
3,11305970154534,67,5405199374831,26327,69,9234,95
3,11406716423192,67,7000450876089,26579,21,9330,47
3,11507462691851,67,8568691043288,26411,53,9234,95
3,11608208960509,68,109780296931,26663,5,9107,59
3,11708955229167,68,162358147406,27417,61,9362,31
3,11809701497826,68,3109959840462,26746,89,9234,95
3,11910447766484,68,456878310266,26998,41,9394,15
3,12011194035143,68,5999921419691,26998,41,9203,11
3,12111940303801,68,7403247414657,26998,41,8852,87
3,1221268657246,68,8778636186068,26998,41,9234,95
3,12313432841118,69,125965318954,27166,9,9203,11
3,12414179109776,69,1445114895765,26746,89,9234,95
3,12514925378435,69,2735967507038,26914,57,9234,95
3,12615671647093,69,3998408261854,27082,25,9203,11
3,12716417915752,69,5232324798056,26998,41,9012,7
3,1281716418441,69,6437607292258,27166,9,9075,75
3,12917910453069,69,7614148469613,26663,5,9330,47
3,13018656721727,69,8761843613364,26076,17,8852,87
3,13119402990385,69,9880590574163,26830,73,9171,27
3,13220149259044,70,970289779165,27166,9,9171,27
3,13320895527702,70,2030844240886,26914,57,9203,11
3,13421641796361,70,306215956584,26830,73,9171,27
3,13522388065019,70,4064143962938,26830,73,9203,11
3,13623134333678,70,5036708251658,26998,41,9234,95
3,13723880602336,70,5979765869981,27082,25,9107,59
3,13824626870994,70,6893232882099,26914,57,8980,23
3,13925373139653,70,7777027985882,27585,29,8948,39
3,14026119408311,70,8631072520117,26579,21,9203,11
3,1412686567697,70,9455290471506,27333,77,9012,7
3,14227611945628,71,249608481434,27166,9,8980,23
3,14328358214286,71,1013955852499,27166,9,9043,91
3,14429104482945,71,1748264554801,26914,57,9171,27
3,14529850751603,71,2452469231999,25656,97,8948,39
3,14630597020262,71,3126507207129,27752,97,9107,59
3,1473134328892,71,3770318488179,27249,93,9075,75
3,14832089557579,71,4383845773433,26746,89,9075,75
3,14932835826237,71,4967034456567,26998,41,9075,75
3,15033582094895,71,5519832631514,26998,41,9203,11
3,15134328363554,71,6042191097076,26663,5,9043,91
3,15235074632212,71,6534063361313,26830,73,9012,7
3,15335820900871,71,6995405645672,26830,73,8980,23
3,15436567169529,71,742617688889,26495,37,8852,87
3,15537313438188,71,7826338750645,26663,5,9012,7
3,15638059706846,71,8195855614969,27166,9,9266,79
3,15738805975504,71,8534694593418,26830,73,9012,7
3,15839552244163,71,8842825528002,26830,73,9266,79
3,15940298512821,71,9120220993864,26495,37,9107,59
3,1604104478148,71,9366856301725,26663,5,9075,75
3,16141791050138,71,958270950008,27249,93,9107,59
3,16242537318797,71,9767761377152,27082,25,9012,7
3,16343283587455,71,9921995462602,26998,41,9107,59
3,16444029856113,72,45398028993,26830,73,8980,23
3,16544776124772,72,137958093017,26998,41,8884,71
3,1664552239343,72,199667416465,26495,37,8916,55
3,16746268662089,72,230520506967,26830,73,8852,87
3,16847014930747,72,230514618479,27082,25,9171,27
3,16947761199406,72,199649751523,26830,73,8980,23
3,17048507468064,72,137928653194,26495,37,8948,39
3,17149253736722,72,4535681691,27836,81,8757,35
3,17250000005381,71,9921942481925,27082,25,9171,27
3,17350746274039,71,9767696632598,26998,41,9107,59
3,17451492542698,71,9582632997412,26830,73,8980,23
3,17552238811356,71,9366768047751,26746,89,9012,7
3,17652985080014,71,9120120996439,27585,29,9075,75
3,17753731348673,71,8842713796027,26746,89,9012,7
3,17854477617331,71,8534571136837,26830,73,8757,35
3,1795522388599,71,819572044477,26914,57,9203,11
3,18055970154648,71,7826191878859,27082,25,8980,23
3,18156716423307,71,7426018328589,27166,9,9107,59
3,18257462691965,71,6995235410969,26914,57,8948,39
3,18358208960623,71,6533881467359,27333,77,9203,11
3,18458955229282,71,604199756006,27166,9,8789,19
3,1855970149794,71,5519627468662,26830,73,8980,23
3,18660447766599,71,496681768614,26998,41,8821,3
3,18761194035257,71,4383617414722,26830,73,9075,75
3,18861940303916,71,3770078561511,26327,69,9139,43
3,18962686572574,71,3126255733857,26327,69,8916,55
3,19063432841232,71,2452206234507,26579,21,8789,19
3,19164179109891,71,1747990056496,27669,13,8884,71
3,19264925378549,71,1013669877812,27082,25,8916,55
3,19365671647208,71,249311055818,27082,25,8980,23
3,19466417915866,70,9454981621433,26579,21,9012,7
3,19567164184525,70,8630752273075,26243,85,9012,7
3,19667910453183,70,7776696370376,26830,73,8916,55
3,19768656721841,70,6892889927643,26914,57,8884,71
3,198694029905,70,59794116071,27166,9,9139,43
3,19970149259158,70,5036342711882,26914,57,9012,7
3,20070895527817,70,4063767178802,26830,73,8948,39
3,20171641796475,70,3061771570879,26998,41,8821,3
3,20272388065134,70,2030445069632,26830,73,9012,7
3,20373134333792,70,969879467147,27082,25,9234,95
3,2047388060245,69,9880169157901,26663,5,8948,39
3,20574626871109,69,8761411130364,26830,73,8821,3
3,20675373139767,69,7613704958369,27501,45,9107,59
3,20776119408426,69,6437152792244,26998,41,8789,19
3,20876865677084,69,5231859349724,26830,73,8948,39
3,20977611945743,69,399793190663,27082,25,8980,23
3,21078358214401,69,2735480287321,26998,41,8884,71
3,21179104483059,69,1444616854919,27082,25,8948,39
3,21279850751718,69,125456501306,26998,41,8948,39
3,21380597020376,68,8778116636905,27082,25,8980,23
3,21481343289035,68,7402717180221,27166,9,8916,55
3,21582089557693,68,5999380547175,26830,73,8852,87
3,21682835826351,68,4568231640204,26914,57,8852,87
3,2178358209501,68,3109397837148,26998,41,9043,91
3,21884328363668,68,1623008979909,27166,9,9203,11
3,21985074632327,68,109197362896,27249,93,8980,23
3,22085820900985,67,8568097721253,26830,73,9107,59
3,22186567169644,67,6999847218862,27585,29,9012,7
3,22287313438302,67,540458543614,27082,25,8948,39
3,2238805970696,67,3782454357612,27082,25,8884,71
3,22488805975619,67,2133598359275,27166,9,9234,95
3,22589552244277,67,458164195749,26998,41,8852,87
3,22690298512936,66,8756300987214,26830,73,8757,35
3,22791044781594,66,7028160206139,26998,41,8948,39
3,22891791050253,66,5273895663797,26914,57,8757,35
3,22992537318911,66,3493663496581,26914,57,8661,83
3,23093283587569,66,1687622152101,26830,73,8980,23
3,23194029856228,65,9855932375088,26663,5,8980,23
3,23294776124886,65,799875719308,27333,77,8725,51
3,23395522393545,65,6116261901918,26830,73,9362,31
3,23496268662203,65,4208614051029,27166,9,8852,87
3,23597014930862,65,227598342852,26663,5,9012,7
3,2369776119952,65,318542046058,27585,29,8980,23
3,23798507468178,64,8336464123567,26830,73,8948,39
3,23899253736837,64,6329926073719,26998,41,9012,7
3,24000000005495,64,4299106486231,27166,9,9012,7
3,24100746274154,64,2244186111974,26998,41,8948,39
3,24201492542812,64,165347846882,27249,93,8948,39
3,24302238811471,63,8062776715674,26914,57,8884,71
3,24402985080129,63,5936659855388,27417,61,8916,55
3,24503731348787,63,3787186498723,26663,5,8821,3
3,24604477617446,63,1614547957197,26495,37,8725,51
3,24705223886104,62,9418937604122,26663,5,8980,23
3,24805970154763,62,7200550857387,27417,61,8757,35
3,24906716423421,62,4959585162073,26243,85,9043,91
3,2500746269208,62,2696239972873,26998,41,9234,95
3,25108208960738,62,410716736344,26830,73,8948,39
3,25208955229396,61,8103218872973,27585,29,8884,71
3,25309701498055,61,5773951759079,27669,13,8789,19
3,25410447766713,61,3423122708524,26998,41,8884,71
3,25511194035372,61,1050940954271,27166,9,8821,3
3,2561194030403,60,8657617629754,27333,77,8948,39
3,25712686572688,60,6243365750092,27417,61,8884,71
3,25813432841347,60,3808400193124,27333,77,8852,87
3,25914179110005,60,135293768029,26998,41,8948,39
3,26014925378664,59,8877196757337,26914,57,8884,71
3,26115671647322,59,638139777487,26998,41,9012,7
3,26216417915981,59,3865762868741,26914,57,8852,87
3,26317164184639,59,1330515940275,27585,29,8757,35
3,26417910453297,58,8775882636344,27166,9,8980,23
3,26518656721956,58,6202090329284,26663,5,9234,95
3,26619402990614,58,3609368096655,26495,37,9075,75
3,26720149259273,58,997946700857,26998,41,8789,19
3,26820895527931,57,8368058568587,27501,45,8821,3
3,2692164179659,57,5719937770152,26914,57,8852,87
3,27022388065248,57,3053819998641,27417,61,8725,51
3,27123134333906,57,369942548942,26746,89,8916,55
3,27223880602565,56,7668544296622,26579,21,8884,71
3,27324626871223,56,4949865676671,26746,89,8948,39
3,27425373139882,56,2214148662098,26998,41,8980,23
3,2752611940854,55,9461636742393,26998,41,9107,59
3,27626865677199,55,6692574901863,26914,57,8884,71
3,27727611945857,55,3907209597818,26998,41,8948,39
3,27828358214515,55,1105788738644,27333,77,8725,51
3,27929104483174,54,828856166173,27333,77,8884,71
3,28029850751832,54,5455779111282,27166,9,9043,91
3,28130597020491,54,2607693216005,26914,57,9012,7
3,28231343289149,53,974455746666,26663,5,8852,87
3,28332089557808,53,6866626693504,27333,77,8757,35
3,28432835826466,53,3974157043608,27166,9,8884,71
3,28533582095124,53,1067405958062,26663,5,8980,23
3,28634328363783,52,8146632149057,26830,73,9012,7
3,28735074632441,52,5212095576863,26663,5,8980,23
3,288358209011,52,2264057426689,26663,5,9012,7
3,28936567169758,51,9302780085437,26663,5,8821,3
3,29037313438417,51,6328527118348,26830,73,9234,95
3,29138059707075,51,3341563245547,26998,41,8916,55
3,29238805975733,51,342154318475,27249,93,8821,3
3,29339552244392,50,7330567296235,27417,61,8821,3
3,2944029851305,50,4307070221828,27669,13,8789,19
3,29541044781709,50,1271932198292,27082,25,9012,7
3,29641791050367,49,822542336476,26495,37,9107,59
3,29742537319026,49,5167814872408,26914,57,9043,91
3,29843283587684,49,2099378860328,26998,41,9012,7
3,29944029856342,48,9020388431299,27585,29,9075,75
3,30044776125001,48,593111762749,27417,61,9012,7
3,30145522393659,48,2831841406058,27082,25,9012,7
3,30246268662318,47,9722835614686,27333,77,8948,39
3,30347014930976,47,6604376967022,27501,45,8980,23
3,30447761199634,47,347674301806,27166,9,8852,87
3,30548507468293,47,340212139427,27166,9,9012,7
3,30649253736951,46,7195063494615,26914,57,9171,27
3,3075000000561,46,4041577014129,27166,9,8916,55
3,30850746274268,46,880033370575,26663,5,8980,23
3,30951492542927,45,7710713953677,27920,65,8948,39
3,31052238811585,45,4533900845233,27249,93,8852,87
3,31152985080243,45,134987679401,26998,41,9171,27
3,31253731348902,44,8158925190576,26998,41,9203,11
3,3135447761756,44,4961330042079,26998,41,8948,39
3,31455223886219,44,1757375946967,27333,77,8948,39
3,31555970154877,43,8547348069661,27669,13,8948,39
3,31656716423536,43,5331532115172,27166,9,8980,23
3,31757462692194,43,211021430367,27501,45,8980,23
3,31858208960852,42,8883681345015,27249,93,8884,71
3,31958955229511,42,5652220413234,27082,25,8948,39
3,32059701498169,42,2416119120963,27082,25,8821,3
3,32160447766828,41,9175665493847,26914,57,9043,91
3,32261194035486,41,5931147944908,26830,73,9043,91
3,32361940304145,41,2682855248871,26998,41,8916,55
3,32462686572803,40,9431076516465,27333,77,8948,39
3,32563432841461,40,617610116869,27166,9,8725,51
3,3266417911012,40,2918218911056,27082,25,8852,87
3,32764925378778,39,96577197078,27166,9,9043,91
3,32865671647437,39,6394893756078,26579,21,9012,7
3,32966417916095,39,3130031460135,26914,57,9043,91
3,33067164184754,38,9863423405458,27669,13,8948,39
3,33167910453412,38,6595360332915,27836,81,9043,91
3,3326865672207,38,3326133112874,27417,61,9075,75
3,33369402990729,38,5603271932,27501,45,9107,59
3,33470149259387,37,678535020395,27333,77,8980,23
3,33570895528046,37,3514376670274,27333,77,9107,59
3,33671641796704,37,243403247704,27333,77,9362,31
3,33772388065363,36,6972721065643,26914,57,8980,23
3,33873134334021,36,370262122757,27082,25,9139,43
3,33973880602679,36,433394785135,27669,13,9075,75
3,34074626871338,35,7165332712251,26914,57,9012,7
3,34175373139996,35,3898725879198,27501,45,8884,71
3,34276119408655,35,633865026736,26998,41,8789,19
3,34376865677313,34,7371040740223,26914,57,9075,75
3,34477611945972,34,4110543423757,26830,73,9203,11
3,3457835821463,34,852663274324,26579,21,9171,27
3,34679104483288,33,7597690255974,27501,45,9043,91
3,34779850751947,33,434591407401,27836,81,8948,39
3,34880597020605,33,1097624149205,27333,77,8916,55
3,34981343289264,32,7853109592042,27166,9,8852,87
3,35082089557922,32,4612659176978,27082,25,8916,55
3,3518283582658,32,137656131675,27249,93,9330,47
3,35283582095239,31,8145104036698,27249,93,9171,27
3,35384328363897,31,4918574949133,27166,9,9043,91
3,35485074632556,31,1697261227738,27501,45,9043,91
3,35585820901214,30,8481449582006,27333,77,9139,43
3,35686567169873,30,5271426231727,27417,61,9043,91
3,35787313438531,30,2067476881507,27082,25,8884,71
3,35888059707189,29,8869886695346,27333,77,8916,55
3,35988805975848,29,5678940271249,27333,77,9266,79
3,36089552244506,29,2494921615904,27249,93,9139,43
3,36190298513165,28,9318114119398,26663,5,8948,39
3,36291044781823,28,6148800529999,27417,61,9107,59
3,36391791050482,28,2987262928987,27585,29,9043,91
3,3649253731914,27,9833782705547,27082,25,9012,7
3,36593283587798,27,6688640531729,27249,93,8916,55
3,36694029856457,27,3552116337461,27669,13,9012,7
3,36794776125115,27,424489285641,27166,9,8821,3
3,36895522393774,26,7306037747282,27166,9,9075,75
3,36996268662432,26,4197039276744,26830,73,9043,91
3,37097014931091,26,1097770587026,27249,93,9075,75
3,37197761199749,25,8008507525138,27333,77,9075,75
3,37298507468407,25,492952504755,27166,9,8884,71
3,37399253737066,25,1861097195721,27417,61,8916,55
3,37500000005724,24,8803497071706,26998,41,8629,99
3,37600746274383,24,5756996813852,27082,25,9234,95
3,37701492543041,24,272186757257,26830,73,9266,79
3,378022388117,23,9698379486212,26914,57,9171,27
3,37902985080358,23,6686801657017,27585,29,9139,43
3,38003731349016,23,3687402127167,28004,49,9330,47
3,38104477617675,23,700447854928,27333,77,8789,19
3,38205223886333,22,7726204690889,27166,9,9075,75
3,38305970154992,22,4764937354299,26830,73,9298,63
3,3840671642365,22,1816909409511,27082,25,8980,23
3,38507462692308,21,8882383242518,27166,9,9234,95
3,38608208960967,21,5961620037603,27249,93,9171,27
3,38708955229625,21,3054879754092,27082,25,9075,75
3,38809701498284,21,162421103215,27249,93,9043,91
3,38910447766942,20,7284501525082,27417,61,9234,95
3,39011194035601,20,4421377165768,26998,41,8980,23
3,39111940304259,20,1573302854517,27166,9,8980,23
3,39212686572917,19,8740532081059,27501,45,9298,63
3,39313432841576,19,592331697305,26830,73,9298,63
3,39414179110234,19,312190827363,26830,73,9107,59
3,39514925378893,19,336555319108,27669,13,9107,59
3,39615671647551,18,7567506016769,27585,29,9107,59
3,3971641791621,18,4815006822809,27249,93,9075,75
3,39817164184868,18,2079302720399,27836,81,9203,11
3,39917910453526,17,9360637197883,27333,77,8821,3
3,40018656722185,17,6659252227103,27166,9,9203,11
3,40119402990843,17,3975388241866,27417,61,9234,95
3,40220149259502,17,1309284116543,26914,57,9075,75
3,4032089552816,16,8661177144806,27166,9,9075,75
3,40421641796819,16,6031303018512,27249,93,9457,83
3,40522388065477,16,3419895806723,27417,61,9043,91
3,40623134334135,16,827187934875,27166,9,9075,75
3,40723880602794,15,8253410164087,27501,45,9139,43
3,40824626871452,15,5698791570626,27082,25,9298,63
3,40925373140111,15,3163559525519,27166,9,9266,79
3,41026119408769,15,647939674314,27082,25,9234,95
3,41126865677428,14,8152155916996,27920,65,9234,95
3,41227611946086,14,5676430388061,27920,65,9139,43
3,41328358214744,14,3220983436743,27501,45,9744,39
3,41429104483403,14,786033607407,27417,61,9012,7
3,41529850752061,13,837179762009,27166,9,9330,47
3,4163059702072,13,5978490351219,27333,77,9075,75
3,41731343289378,13,3606324814483,27836,81,9203,11
3,41832089558037,13,1255512141872,26998,41,9075,75
3,41932835826695,12,8926261564891,26495,37,9266,79
3,42033582095353,12,6618780395933,27333,77,9171,27
3,42134328364012,12,4333274009827,27166,9,9234,95
3,4223507463267,12,2069945825563,27166,9,8916,55
3,42335820901329,11,9828997288184,26914,57,8980,23
3,42436567169987,11,7610627850856,26998,41,9298,63
3,42537313438645,11,5415034957118,26998,41,9171,27
3,42638059707304,11,3242414023308,27082,25,9298,63
3,42738805975962,11,1092958421168,27501,45,9203,11
3,42839552244621,10,8966859460636,27417,61,9425,99
3,42940298513279,10,6864306372819,27249,93,9362,31
3,43041044781938,10,4785486293149,27333,77,9298,63
3,43141791050596,10,2730584244726,27082,25,9139,43
3,43242537319254,10,699783121853,27669,13,9203,11
3,43343283587913,9,86932636737576,27501,45,9330,47
3,43444029856571,9,67112044885013,27333,77,9012,7
3,4354477612523,9,47537819770885,27417,61,9298,63
3,43645522393888,9,28211703577627,27333,77,9298,63
3,43746268662547,9,9135416405013,27166,9,9298,63
3,43847014931205,8,90310656117062,26663,5,9203,11
3,43947761199863,8,71739098190915,27501,45,9362,31
3,44048507468522,8,53422395567716,27333,77,9457,83
3,4414925373718,8,35362178505491,26998,41,9203,11
3,44250000005839,8,1756005443405,26998,41,9362,31
3,44350746274497,8,17607811923,27836,81,9585,19
3,44451492543156,7,82736399985327,27417,61,9203,11
3,44552238811814,7,65717969049214,27082,25,9330,47
3,44652985080472,7,48963829710362,27333,77,9330,47
3,44753731349131,7,32475473152566,27333,77,9298,63
3,44854477617789,7,16254366903917,27333,77,9617,3
3,44955223886448,7,301954706185,27585,29,9171,27
3,45055970155106,6,84619656386321,27585,29,9298,63
3,45156716423765,6,69208867730086,27333,77,9330,47
3,45257462692423,6,54070960357821,27585,29,9330,47
3,45358208961081,6,39207281602369,27249,93,9234,95
3,4545895522974,6,24619154389155,28004,49,9203,11
3,45559701498398,6,10307877118442,27166,9,9521,51
3,45660447767057,5,96274723549764,27333,77,9425,99
3,45761194035715,5,82520942688564,26998,41,9457,83
3,45861940304374,5,69047758675023,27501,45,9330,47
3,45962686573032,5,55856370675103,28675,21,9425,99
3,4606343284169,5,42947952773829,26998,41,9394,15
3,46164179110349,5,30323653870776,26830,73,9234,95
3,46264925379007,5,17984597577821,27585,29,9298,63
3,46365671647666,5,5931882119136,26998,41,9521,51
3,46466417916324,4,94166580233442,27082,25,9266,79
3,46567164184983,4,82689739078526,27501,45,9425,99
3,46667910453641,4,71502380138048,26998,41,9553,35
3,46768656722299,4,60605499130622,26830,73,9394,15
3,46869402990958,4,50000065921189,26830,73,9585,19
3,46970149259616,4,39687024434699,26914,57,9489,67
3,47070895528275,4,29667292572098,27501,45,9457,83
3,47171641796933,4,19941762128632,27166,9,9457,83
3,47272388065591,4,10511298714469,27082,25,9585,19
3,4737313433425,4,1376741677662,26830,73,9330,47
3,47473880602908,3,92538904029442,27166,9,9617,3
3,47574626871567,3,83998572371856,27669,13,9394,15
3,47675373140225,3,75756506827755,26830,73,9585,19
3,47776119408884,3,67813440973142,27249,93,9521,51
3,47876865677542,3,60170081771882,26998,41,9425,99
3,479776119462,3,52827109512778,27417,61,9489,67
3,48078358214859,3,45785177749021,27249,93,9489,67
3,48179104483517,3,39044913240024,26998,41,9425,99
3,48279850752176,3,32606915895638,26746,89,9521,51
3,48380597020834,3,26471758722754,27082,25,9585,19
3,48481343289493,3,20639987774307,27166,9,9585,19
3,48582089558151,3,15112122100675,27249,93,9617,3
3,48682835826809,3,9888653703478,27082,25,9457,83
3,48783582095468,3,4970047491792,27333,77,9871,75
3,48884328364126,3,356741240768,26746,89,9617,3
